_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,age,describe_your_english_reading_skills_see_instructions_for_more_details,gender,how_often_do_you_read_for_pleasure,native_languages,please_specify_gender,what_is_the_highest_degree_or_level_of_school_you_have_completed__if_you_are_currently_enrolled_in_school_please_indicate_the_highest_degree_you_have_received,what_languages_do_you_read_for_pleasure_in
2056055231,1/9/19 3:08,4407231396,1/9/19 3:04,FALSE,neodev,0.3,662,VEN,25,Caracas,,1824,advanced,male,every_day,spanish,,high_school_secondary_school_or_equivalent,"spanish, english"
2056055231,1/9/19 3:19,4407255512,1/9/19 3:11,FALSE,clixsense,0.3678,364,PHL,D9,Manila,,2534,expertfluent,male,every_23_days,English,,college_degree_or_equivalent,English
2056055231,1/9/19 21:14,4410353740,1/9/19 21:04,FALSE,neodev,0.2528,277,VEN,7,Valencia,,1824,beginner,female,every_23_days,Spanish,,high_school_secondary_school_or_equivalent,Spanish
2056055231,1/9/19 23:33,4410778393,1/9/19 23:31,FALSE,elite,0.3614,671,COL,2,Medellin,,3544,advanced,male,every_23_days,spanish,,college_degree_or_equivalent,english
2056055231,1/11/19 8:10,4416486957,1/11/19 8:10,FALSE,clixsense,0.3438,517,SRB,,,,3544,expertfluent,male,every_day,Serbian,,graduate_degree,"Serbian, English"
2056055231,1/13/19 10:52,4422804668,1/13/19 10:50,FALSE,neodev,0.2993,568,VEN,23,Maracaibo,,4554,prefer_not_to_state,female,every_day,español,,college_degree_or_equivalent,español
2056055231,1/13/19 23:26,4424084107,1/13/19 23:24,FALSE,clixsense,0.3689,975,VEN,25,Caracas,,3544,intermediate,female,every_23_days,spanish,,college_degree_or_equivalent,spanish
2056055231,1/14/19 5:45,4424597723,1/14/19 5:43,FALSE,test_rprocess,0.3101,701,IND,,,,1824,advanced,male,every_23_days,kannada,,graduate_degree,english
2056055231,1/15/19 0:54,4427490955,1/15/19 0:51,FALSE,neodev,0.3133,725,VEN,25,Caracas,,1824,intermediate,female,a_few_times_a_week,Español,,graduate_degree,español
2056055231,1/15/19 1:08,4427525104,1/15/19 1:07,FALSE,elite,0.2967,829,VEN,13,Cabudare,,1824,expertfluent,male,every_day,Español,,high_school_secondary_school_or_equivalent,Español
2056055231,1/16/19 3:21,4431839076,1/16/19 3:19,FALSE,elite,0.2276,798,VEN,,,,1824,intermediate,male,never,español,,prefer_not_to_state,español
2056055231,1/16/19 12:29,4432846633,1/16/19 12:27,FALSE,elite,0.3359,595,IND,39,Roorkee,,2534,advanced,male,a_few_times_a_week,Hindi,,graduate_degree,English
2056055231,1/16/19 13:50,4432985173,1/16/19 13:48,FALSE,clixsense,0.3545,142,IND,13,Malappuram,,3544,advanced,male,every_day,english,,graduate_degree,English
2056055231,1/16/19 15:17,4433136845,1/16/19 15:14,FALSE,neodev,0.2826,357,VEN,25,Caracas,,1824,intermediate,female,a_few_times_a_week,Spanish,,high_school_secondary_school_or_equivalent,English
